handle,product_name,herb_position,herb_name,herb_latin_name,herb_common_name,herb_family_name,herb_parts_used,herb_actions,herb_benefits,herb_description,herb_image_url
ginger-with-chamomile-tea,Ginger & Chamomile Tea,1,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
ginger-with-chamomile-tea,Ginger & Chamomile Tea,2,Chamomile,Matricaria chamomilla,Chamomile,Asteraceae,Flower,"Antispasmodic, Bitter, Carminative, Nervine",Relaxation; Stress Relief; Sleep; Digestion,"Utilized in many households to comfort bellies and induce relaxation, a simple cup of chamomile tea may be one of the most common staples of herbalism.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_chamomile_1400x1400_499bea1f-023a-41be-891a-aee3a072565f_920x1120_crop_center.jpg?v=1779213168
ginger-aid-tea,Ginger Aid® Tea,1,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
ginger-aid-tea,Ginger Aid® Tea,2,Lemon myrtle,Backhousia citriodora,Lemon scented myrtle,Myrtaceae,Leaf,none (flavor corrigent),,The fragrant citrus-like qualities of lemon myrtle make it a valuable flavor ingredient in teas and foods.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbLibrary_Hero_LemonMyrtle_f31adfc8-adf8-42d1-a368-d012be9d2798_920x1120_crop_center.jpg?v=1784234864
echinacea-plus-tea,Echinacea Plus® Tea,1,Echinacea,"Echinacea purpurea, E. angustifolia",Echinacea,Asteraceae,"Leaf, Flower, Root","Immune stimulant, Alterative",Immunity; Seasonal Care,"Utilized by Native American peoples as an all-purpose herb for generations, echinacea is added for its contribution to immune support.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Echinacea_1400x1400_30baf8a7-9460-453e-ab46-4a3e32a52e99_920x1120_crop_center.jpg?v=1784235178
echinacea-plus-tea,Echinacea Plus® Tea,2,Lemongrass,Cymbopogon citratus,Barbed wire grass,Poaceae,"Leaf, whole young shoots","Antispasmodic, diaphoretic, nervine",Stress Relief; Digestion,"Lemongrass is a hardy grass that’s adored for its citrusy scent, lemony taste, and golden hue when steeped as a tea.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_lemongrass_1400x1400_0e59ce5e-9faf-4de2-8db7-702a651cb4f1_920x1120_crop_center.jpg?v=1784234571
echinacea-plus-tea,Echinacea Plus® Tea,3,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,1,Senna,Senna alexandrina,Senna,Fabaceae,"Leaf, Pod",Stimulant laxative,Laxative; Digestion,Need to get things moving? Senna is used for just that. This herbal laxative is an herbaceous way to relieve occasional constipation.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Senna_1400x1400_77c545a0-1a18-4385-955f-2d8658cfc75c_920x1120_crop_center.jpg?v=1784235249
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,2,Peppermint,Mentha x piperita,Peppermint,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic",Digestion,"As one of the most commonly known herbs, peppermint is like a breath of fresh air with its refreshing aroma and soothing health benefit in aiding digestion.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Peppermint_1400x1400_17e2adf7-75e0-40a5-b913-7bd53c5ebc3e_920x1120_crop_center.jpg?v=1784235234
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,3,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,4,Fennel,Foeniculum vulgare,Bitter Fennel,Apiaceae,"Bulb, Fruit (seed), Leaf","Carminative, Galactagogue",Digestion; Pre & Postnatal,"A versatile herb from the kitchen to the apothecary, fennel is traditionally used in herbalism to relieve occasional gas and bloating and support breastmilk production in nursing moms.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Fennel_1400x1400_3640bfad-6a05-44b4-8076-5b1abab22c4c_920x1120_crop_center.jpg?v=1784235567
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,1,Eucalyptus,Eucalyptus globulus,Southern Blue Gum,Myrtaceae,Leaf,"Antispasmodic, Decongestant",Immunity; Respiratory; Seasonal Care; ,Eucalyptus leaves have been used to breathe in benefits supporting the respiratory tract for generations*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Eucalyptus_1400x1400_496a1aed-e0fd-47f4-874e-3a9cc6b6dae4_920x1120_crop_center.jpg?v=1784232423
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,2,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,3,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
immune-zoom-lemon-ginger-tea,Immune Zoom® Lemon Ginger Echinacea Tea,1,Echinacea,"Echinacea purpurea, E. angustifolia",Echinacea,Asteraceae,"Leaf, Flower, Root","Immune stimulant, Alterative",Immunity; Seasonal Care,"Utilized by Native American peoples as an all-purpose herb for generations, echinacea is added for its contribution to immune support.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Echinacea_1400x1400_30baf8a7-9460-453e-ab46-4a3e32a52e99_920x1120_crop_center.jpg?v=1784235178
immune-zoom-lemon-ginger-tea,Immune Zoom® Lemon Ginger Echinacea Tea,2,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
immune-zoom-lemon-ginger-tea,Immune Zoom® Lemon Ginger Echinacea Tea,3,Lemon Balm,Melissa officinalis,Lemon Balm,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic, Diaphoretic, Hepatic",Relaxation; Digestion; Good Mood,Lemon balm supports digestion and helps calm frazzled nerves.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_LemonBalm_1400x1400_6f494e57-5d64-4da6-a39d-9b54cc00621b_920x1120_crop_center.jpg?v=1784234964
immune-zoom-lemon-ginger-tea,Immune Zoom® Lemon Ginger Echinacea Tea,4,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,1,Skullcap,Scutellaria lateriflora,Helmet Flower,Lamiaceae,"Leaf, Stem, Flower","Nervine, Trophorestorative, Relaxant",Relaxation; Sleep; Stress Relief,"In an era of increased tension and stress, skullcap’s nerve-calming powers could not be timelier.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Skullcap_1400x1400_f8ae4fa1-8b62-40b0-8d71-dd482a82a45f_920x1120_crop_center.jpg?v=1784235265
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,2,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
stress-ease-immune-tea,Stress Ease® Immune Tea,1,Astragalus,Astragalus mongholicus,Huang qi,Fabaceae,Root,"Adaptogen, Cardio tonic, Immune tonic",Immunity; Seasonal Care,"Astragalus root is a popular adaptogen used in Traditional Chinese Medicine (TCM) and beyond to boost immune function, support heart health, ease respiratory discomfort, and help the body adapt to stressors.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Astragalus_1400x1400_37f69ad8-fa7a-493d-a9c0-25a3f30b3034_920x1120_crop_center.jpg?v=1784238818
stress-ease-immune-tea,Stress Ease® Immune Tea,2,Reishi,Ganoderma lucidum,Reishi,Ganodermataceae,Fruiting Body,"Adaptogen, Alterative, Immune Tonic",Immunity; Seasonal Care; Stress Relief,Recognized for its ability to support a healthy immune system and help the body adapt to stress.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Reishi_1400x1400_6a29ba00-1c7f-47ad-b27f-4a93ea120359_920x1120_crop_center.jpg?v=1784235093
stress-ease-immune-tea,Stress Ease® Immune Tea,3,Eleuthero,Eleutherococcus senticosus,Eleuthero,Araliaceae,Root,"Adaptogen, Immune Tonic",Energy; Stress; Mental Focus,"Renowned in traditional medicine and modern-day science, eleuthero stands the test of time as a potent adaptogen for endurance and vitality.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Eleuthero_1400x1400_6de8589e-f604-449d-942c-5a09622585e1_920x1120_crop_center.jpg?v=1784235636
stress-ease-immune-tea,Stress Ease® Immune Tea,4,Hawthorn,Crataegus spp.,Haw,Rosaceae,"Flower, Fruit","Cardiotonic, diuretic, astringent",Heart Health,"Hawthorn’s leaves, flowers and crimson berries have been used for centuries to support the cardiovascular system and are one of the most popular herbs for heart health across Europe.*",https://www.traditionalmedicinals.com/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12_920x1120_crop_center.gif
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,1,Senna,Senna alexandrina,Senna,Fabaceae,"Leaf, Pod",Stimulant laxative,Laxative; Digestion,Need to get things moving? Senna is used for just that. This herbal laxative is an herbaceous way to relieve occasional constipation.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Senna_1400x1400_77c545a0-1a18-4385-955f-2d8658cfc75c_920x1120_crop_center.jpg?v=1784235249
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,2,Chamomile,Matricaria chamomilla,Chamomile,Asteraceae,Flower,"Antispasmodic, Bitter, Carminative, Nervine",Relaxation; Stress Relief; Sleep; Digestion,"Utilized in many households to comfort bellies and induce relaxation, a simple cup of chamomile tea may be one of the most common staples of herbalism.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_chamomile_1400x1400_499bea1f-023a-41be-891a-aee3a072565f_920x1120_crop_center.jpg?v=1779213168
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,3,Peppermint,Mentha x piperita,Peppermint,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic",Digestion,"As one of the most commonly known herbs, peppermint is like a breath of fresh air with its refreshing aroma and soothing health benefit in aiding digestion.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Peppermint_1400x1400_17e2adf7-75e0-40a5-b913-7bd53c5ebc3e_920x1120_crop_center.jpg?v=1784235234
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,4,Fennel,Foeniculum vulgare,Bitter Fennel,Apiaceae,"Bulb, Fruit (seed), Leaf","Carminative, Galactagogue",Digestion; Pre & Postnatal,"A versatile herb from the kitchen to the apothecary, fennel is traditionally used in herbalism to relieve occasional gas and bloating and support breastmilk production in nursing moms.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Fennel_1400x1400_3640bfad-6a05-44b4-8076-5b1abab22c4c_920x1120_crop_center.jpg?v=1784235567
mothers-milk-tea,Mother's Milk® Tea,1,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
mothers-milk-tea,Mother's Milk® Tea,2,Fennel,Foeniculum vulgare,Bitter Fennel,Apiaceae,"Bulb, Fruit (seed), Leaf","Carminative, Galactagogue",Digestion; Pre & Postnatal,"A versatile herb from the kitchen to the apothecary, fennel is traditionally used in herbalism to relieve occasional gas and bloating and support breastmilk production in nursing moms.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Fennel_1400x1400_3640bfad-6a05-44b4-8076-5b1abab22c4c_920x1120_crop_center.jpg?v=1784235567
mothers-milk-tea,Mother's Milk® Tea,3,Fenugreek,Trigonella foenum-graecum,Common Fenugreek,Fabaceae,"Leaf, Seed","Galactagogue, Demulcent, Carminative, Diuretic, Laxative",Lactation,"Fenugreek has been used for its ability to promote healthy digestion, milk production, and overall wellness.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Fenugreek_1400x1400_39055db1-8e6b-4497-a376-ecf2faa1dedf_920x1120_crop_center.jpg?v=1784234724
mothers-milk-tea,Mother's Milk® Tea,4,Lemongrass,Cymbopogon citratus,Barbed wire grass,Poaceae,"Leaf, whole young shoots","Antispasmodic, diaphoretic, nervine",Stress Relief; Digestion,"Lemongrass is a hardy grass that’s adored for its citrusy scent, lemony taste, and golden hue when steeped as a tea.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_lemongrass_1400x1400_0e59ce5e-9faf-4de2-8db7-702a651cb4f1_920x1120_crop_center.jpg?v=1784234571
mothers-milk-tea,Mother's Milk® Tea,5,Marshmallow,Althaea officinalis,Marshmallow,Malvaceae,"Root, Leaf, Flower","Demulcent, Lung Tonic",Throat Health; Seasonal Care; Digestion; Respiratory Health,"An exciting discovery for any budding herbalist, marshmallow root tea is a wonderful demulcent for soothing dry tissues and supporting digestive wellness.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Marshmallow_1400x1400_b6eb9837-4a94-4d47-96a8-47b5e16da53a_920x1120_crop_center.jpg?v=1784235276
pregnancy-tea,Pregnancy® Tea,1,Raspberry Leaf,Rubus idaeus,Raspberry Leaf,Rosaceae,Leaf,"Astringent, Nutritive tonic, Uterine Tonic",Women's Cycle; Pre & Postnatal,European and Native American women have been reaching for raspberry leaves for centuries to relieve normal menstrual cramps and prepare the womb for childbirth during pregnancy.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_RaspberryLeaf_1400x1400_7c4d3606-b99e-4984-8886-e96a545fb355_920x1120_crop_center.jpg?v=1784233103
pregnancy-tea,Pregnancy® Tea,2,Nettle,Urtica dioica,Nettle,Urticaceae,"Leaf, Root","Astringent, Diuretic, Nutritive Tonic",Detox; Joint Health; Water Retention; Women’s Cycle,"An herbalist favorite, nettle is used to support the kidneys and joints.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Nettle_1400x1400_c182b159-cbf5-4578-8969-2098ce3f8a93_920x1120_crop_center.jpg?v=1784234829
pregnancy-tea,Pregnancy® Tea,3,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
pregnancy-tea,Pregnancy® Tea,4,Fennel,Foeniculum vulgare,Bitter Fennel,Apiaceae,"Bulb, Fruit (seed), Leaf","Carminative, Galactagogue",Digestion; Pre & Postnatal,"A versatile herb from the kitchen to the apothecary, fennel is traditionally used in herbalism to relieve occasional gas and bloating and support breastmilk production in nursing moms.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Fennel_1400x1400_3640bfad-6a05-44b4-8076-5b1abab22c4c_920x1120_crop_center.jpg?v=1784235567
pregnancy-tea,Pregnancy® Tea,5,Rose Hips,"Rosa canina, R. pendulina, and other Rosa spp.",Rose Hips,Rosaceae,Fruit,"Nutritive Tonic, Astringent",,"Used as a food and herb with beneficial properties throughout the world, sweet and tangy rose hip is a lovely botanical for daily wellness.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Rose_Hips_1400x1400_81d4a5a6-5257-4732-b4e4-87735f9ebf1c_920x1120_crop_center.jpg?v=1784233246
turmeric-with-meadowsweet-ginger-tea,Turmeric & Ginger with Meadowsweet Tea,1,Turmeric,Curcuma longa,Turmeric,Zingiberaceae,Rhizome,"Anti-inflammatory, Carminative, Hepatic, Cholagogue",Joint Health; Digestion,We love turmeric for everyday physical well-being and digestive support.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Turmeric_1400x1400_bd6f670c-888f-4b9a-b418-eceee87c8905_920x1120_crop_center.jpg?v=1784238241
turmeric-with-meadowsweet-ginger-tea,Turmeric & Ginger with Meadowsweet Tea,2,Meadowsweet,Filipendula ulmaria,Meadowsweet,Rosaceae,"Flower, Leaf, Stem","Diaphoretic, Diuretic, Astringent",Seasonal Care; Joint Health; Digestion,"Named for its sweetly fragranced flowers, the herb meadowsweet can support musculoskeletal ease, soothe digestion, and warm up wintertime woes.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Meadowsweet_1400x1400_1bc2b118-b302-4644-8321-6792e4e2614c_920x1120_crop_center.jpg?v=1784234764
turmeric-with-meadowsweet-ginger-tea,Turmeric & Ginger with Meadowsweet Tea,3,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
