handle,product_name,faq_position,question,answer
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,4,"What is the difference between Throat Coat Original, Throat Coat Lemon Echinacea and Throat Coat Eucalyptus?","Our line of Organic Throat Coat teas is formulated with classic demulcent, or soothing, herbs like slippery elm, marshmallow root, and licorice, but uniquely combined with other seasonal plant allies for specialized support. Sweet and silky, our original Organic Throat Coat tea features slippery elm in conjunction with marshmallow root and licorice for soothing relief when your throat needs some love.* Our Organic Throat Coat Lemon Echinacea combines the power of marshmallow root and licorice with the immune-supporting goodness of echinacea, and bright lemon for a sweet and citrusy flavor.* With our Organic Throat Coat Eucalyptus, we’ve combined slippery elm and eucalyptus to create extra support for both the throat and the respiratory system, that tastes sweet and earthy with a refreshing hint of mint.*"
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-3 cups per day. Especially good with honey!
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
immune-zoom-lemon-ginger-tea,Immune Zoom® Lemon Ginger Echinacea Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze & REMOVE tea bag to ensure maximum goodness. Enjoy 2 cups per day. Especially good with honey.
immune-zoom-lemon-ginger-tea,Immune Zoom® Lemon Ginger Echinacea Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,1,How do nervines work?,"Nervines are herbs that support the nervous system. Nervine tonics gently soothe and support the nervous system, while nervine relaxants are often aromatic herbs that relax and relieve tension in the body.* Herbalists recommend gentle nervine tonics and nervine relaxants for everyday use.*"
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,2,How can I best use Stress Ease® Tension Relief to get the benefits?,"This tea relaxes and untangles tension in the mind and body with the first cup.* After 2-3 weeks of regular consumption, this tea supports recovery from stress and builds strength and resilience in the nervous system.*"
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,3,What is the difference between Stress Ease® Focus and Stress Ease® Tension Relief?,"Stress Ease® Tension Relief uses the nervine herb skullcap ( Scutellaria lateriflora ) to roll back some of the symptoms of occasional stress, such as tension, irritability, and worry, or just that feeling of being “on edge”.* Stress Ease® Focus, on the other hand, supports cognitive function, and helps maintain energy in the mind and body during stressful times. Both benefits build over time thanks to adaptogen ingredients Asian ginseng root ( Panax ginseng ) and eleuthero root ( Eleutherococcus senticosus ).* The names say it all: Stress Ease® Tension relief provides relief, so you feel more relaxed; Stress Ease® Focus helps you rise to the occasion and perform at your best."
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,4,What is the difference between Stress Ease® Immune and Stress Ease® Tension Relief?,"We all experience the effects of occasional stress in different ways. Stress Ease® Tension Relief, which features the nervine herb skullcap ( Scutellaria lateriflora ), helps to roll back some of the symptoms of occasional stress, such as tension, irritability, and worry, or just that feeling of being “on edge”.* Stress Ease® Immune, on the other hand, helps maintain the health and function of your immune system, while also supporting steady energy levels, whether you’re hard at work or experiencing that occasional stress.* Stress Ease® Immune doesn’t provide a relaxing effect the way Stress Ease® Tension relief does, featuring instead adaptogenic reishi mushroom ( Ganoderma lucidum ) with its particular affinity for healthy immune function, traditional immune tonic astragalus root ( Astragalus membranaceus ) and eleuthero root ( Eleutherococcus senticosus ) which provides balanced energy levels support.* If resilience for mind, body, and immunity are what you seek, Stress Ease® Immune is our premier tonic for daily use.* Taken regularly, it helps you withstand all the challenges that come from occasional stress: low energy and just feeling run down.*"
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3 cups per day.
stress-ease-tension-relief-tea,Stress Ease® Tension Relief Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
stress-ease-immune-tea,Stress Ease® Immune Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy up to 3 cups per day.
stress-ease-immune-tea,Stress Ease® Immune Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,1,What are the benefits of senna?,"Senna leaf (Cassia angustifolia, Senna alexandrina Mill.) works by gently stimulating your intestines to help you produce a bowel movement and relieve occasional constipation.*"
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,2,Can I drink senna tea everyday?,"Not quite. Our Organic Smooth Move products are intended for occasional support and should be used for less than one week at a time, unless otherwise directed by a physician. Concerns with long-term usage of senna products, include tolerance and dependence, meaning you may need more senna for the same effect and may become dependent on senna for peristalsis. That said, we encourage individuals to consult their healthcare practitioner for personalized consumption recommendations depending on their unique health history."
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,3,How quickly does senna tea work?,"Organic Smooth Move tea works best when taken at bedtime, as it generally produces a bowel movement within 6-12 hours."
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,4,"What is the difference between Smooth Move, Smooth Move Peppermint, and Smooth Move Chamomile teas?","Each of our Organic Smooth Move teas contains the same amount of organic senna to relieve occasional constipation but are formulated with different supporting herbal ingredients, such as peppermint in our Organic Smooth Move Peppermint tea may provide additional cramping relief and the chamomile in our Organic Smooth Move Chamomile for an added calming effect.*"
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,5,How to Enjoy,"Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1 cup per day, preferably at bedtime."
smooth-move-chamomile-tea,Smooth Move® Chamomile Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
mothers-milk-tea,Mother's Milk® Tea,1,What are the benefits of Mother's Milk tea?,Our Mother’s Milk tea promotes breast milk production for nursing mothers.*
mothers-milk-tea,Mother's Milk® Tea,2,How often can I drink Mother's Milk tea?,"Drink 1-3 cups per day to support healthy lactation.* That said, it’s always a great idea to consult your lactation consultant or healthcare practitioner for personalized recommendations. For additional consumption information, check out the side panel of your tea box or the Supplement Facts card on this page."
mothers-milk-tea,Mother's Milk® Tea,3,What are the ingredients of Mother's Milk tea?,"Inspired by Traditional European Medicine, our Mother’s Milk tea is formulated with herbs such as fennel, anise, coriander, fenugreek, and blessed thistle to create a breastfeeding tea that helps promote lactation.*"
mothers-milk-tea,Mother's Milk® Tea,4,When is the best time to drink Mother's Milk tea?,Our Mother’s Milk tea is formulated for use after the baby arrives and can be enjoyed anytime during the day.
mothers-milk-tea,Mother's Milk® Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3-5 cups per day. Good with honey!
mothers-milk-tea,Mother's Milk® Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
pregnancy-tea,Pregnancy® Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3 cups per day.
pregnancy-tea,Pregnancy® Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
turmeric-with-meadowsweet-ginger-tea,Turmeric & Ginger with Meadowsweet Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3 cups per day.
turmeric-with-meadowsweet-ginger-tea,Turmeric & Ginger with Meadowsweet Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
